  DO NOT DRAG AN DROP THESE. COPY AND PASTE THESE AT THE END OF YOUR CURRENT BLIPS AND MARKERS LISTS RESPECTIVLEY.
  
---BLIPS------BLIPS------BLIPS------BLIPS------BLIPS------BLIPS------BLIPS------BLIPS---
  {1972.6060,3817.0440,33.4363,280,2,"Sell Weed"},
  {1745.50549316406,3885.99584960938,34.8056449890137,280,3,"Sell Meth"},
  {917.44775390625,3657.01586914063,30.5204906463623,280,3,"Sell Meth"},
  {2949.0947265625,2793.48974609375,38.4489097595215,161,1,"Quarry"},
  {2681.9306640625,2796.8828125,39.6811180114746,422,1,"Mineral Processing"},
  {2752.1423339844,3470.2758789062,55.7239112854,369,1,"Hardware Store"}, -- you tool
  {1830.41247558594,5048.10693359375,58.4642791748047,444,0,"Cocaine(1)"},
  {2016.47216796875,4987.2939453125,42.0982894897461,422,0,"Cocaine(2)"},
  {1951.66394042969,4651.41357421875,40.6193466186523,422,0,"Cocaine(3)"},
  {1093.2293701172,-3197.0505371094,-38.993469238282,422,0,"Cocaine(4)"},
  {961.37615966796,3626.5200195312,32.365779876708,422,0,"Cocaine(4)"},
  {374.999053955078,3581.87915039063,33.2922668457031,280,0,"Sell Coke"},
  {726.69677734375,4169.240234375,40.7091903686523,422,2,"Dry weed"},
  {1652.5546875,4867.71142578125,42.0056381225586,280,2,"Sell Weed"},
  {-1592.4775390625,5203.22412109375,4.31009244918823,371,1,"Export Minerals"},
  {-27.5262718200684,6597.38427734375,31.8606796264648,280,2,"Sell Weed"},
  {32.2294082641602,6595.552734375,32.4704360961914,280,0,"Sell Coke"},
  {-160.36637878418,6432.0419921875,31.915901184082,280,3,"Sell Meth"},
  {-1075.55529785156,4898.3544921875,214.271423339844,280,0,"Sell Coke"},
  {-1079.19702148438,4935.98779296875,229.22184753418,280,2,"Sell Weed"},
  {1919.61706542969,4274.18115234375,31.0877342224121,68,6,"Fishing"}, --east
  {973.925109863281,4240.552734375,30.4094715118408,68,6,"Fishing"}, --north
  {133.917770385742,4101.33544921875,29.8382873535156,68,6,"Fishing"}, --West
  {557.1025390625,2676.30395507813,42.1620101928711,422,6,"Process Fish"},
  {2659.1479492188,3262.3911132812,55.240516662598,210,6,"SellFish"}, --Sandybuyer
  {-56.4152412414551,6524.2001953125,31.4908466339111,210,6,"SellFish"}, --PaletoBuyer
  {1532.4548339844,3723.6252441406,34.678604125976,280,2,"Sell Weed"},
  {1832.612915039,4993.2963867188,53.3053855896,270,27,"Gather Grapes"}, --near coca
  {1999.0938720704,4820.630859375,42.907543182374,270,27,"Gather Grapes"}, --below 1
  {1993.9053955078,4815.8344726562,42.90699005127,270,27,"Gather Grapes"}, --below 2
  {1984.4794921875,4808.3032226562,42.803382873536,270,27,"Gather Grapes"}, --below 3
  {2447.6918945312,4054.9616699218,38.064712524414,422,27,"Make Wine Slurry"},
  {2891.4287109375,4391.7348632812,50.33801651001,237,27,"Ferment Slurry"},
  {1411.5153808594,3612.2834472656,34.92008972168,369,27,"Sell Wine"}, --Sell wine to sandy store
  {-155.4204711914,6327.1489257812,31.580827713012,369,27,"Sell Wine"}, -- sell wine to paleto
  {1792.2985839844,4593.1279296875,37.68291091919,369,27,"Sell Grapes"}, -- grapes to farmersmarket
  {1725.863647461,3289.6999511718,41.183368682862,351,1,"Sandy Cargo"},
  {2138.7075195312,4797.1298828125,41.131889343262,351,1,"Grapeseed Cargo"},
  {-966.06817626954,-2983.3752441406,13.945079803466,351,1,"LSIA Cargo"},
  {-2266.1005859375,3224.9855957032,32.292381286622,351,1,"Zancu Cargo"},
  {63.984115600586,3694.2685546875,39.754981994628,351,4,"Gun Builder"},
  {1557.0314941406,3520.2038574218,35.934482574462,351,4,"Gun Part Crafting"},
  {1859.4025878906,3852.3959960938,33.028652191162,280,46,"Sell LSD"}, --lsd
  {1722.5209960938,3695.9375,34.442878723144,280,46,"Sell LSD"} 




---MARKERS------MARKERS------MARKERS------MARKERS------MARKERS------MARKERS------MARKERS---
{1745.50549316406,3885.99584960938,33.8056449890137,6,6,1,0,0,255,100}, -- TracyMeth
  {917.44775390625,3657.01586914063,31,3,3,1,0,0,255,100}, --Buddy Meth
  {-985.9058227539,4392.1333007812,14.628678321838-1.0001,1,1,0.8,204,204,0,150,35},
  {1990.5209960938,3792.3071289062,32.180820465088-1.0001,6,6,1,0,255,0,150,100,}, --launder money
  --{1696.4553222656,3759.3132324218,34.705322265625-1.0001,1,1,0.8,204,204,0,150,35}, --GunL shop Amunati Sandy
  {1725.863647461,3289.6999511718,41.183368682862-1.0001,6,6,1,255,0,0,150,100}, -- SandyCargo
  {2138.7075195312,4797.1298828125,41.131889343262-1.0001,6,6,1,255,0,0,150,100}, -- GrapeCargo
  {-966.06817626954,-2983.3752441406,13.945079803466-1.0001,6,6,1,255,0,0,150,100}, -- LSIACargo
  {-2266.1005859375,3224.9855957032,32.292381286622-1.0001,6,6,1,255,0,0,150,100}, -- ZancCargo
  {1014.4733276368,-3157.5915527344,-38.90599822998-1.0001,1,1,0.8,204,204,0,150,35}, --Gunbuilder
  {1557.0314941406,3520.2038574218,35.934482574462-1.0001,1,1,0.8,204,204,0,150,35}, --gun part crafting
  {1009.170715332,-3154.8044433594,-38.907451629638-1.0001,1,1,0.8,204,204,0,150,35}, --ammocrafting
  {1013.9324951172,-3161.0578613282,-38.907764434814-1.0001,1,1,0.8,204,204,0,150,35}, --PackUpGuns
  --{1733.2353515625,3328.6640625,41.223510742188-1.0001,1,1,0.8,204,204,0,150,100}, --SS GunExpport
  {1815.7768554688,3679.7758789062,34.276790618896-1.0001,1,1,0.8,204,204,0,150,35}, --pick up parcels
  {1931.4141845704,3719.2770996094,32.873291015625-1.0001,1,1,0.8,255,0,0,188,100}, --TrashPickup V
  {1969.1379394532,3772.5346679688,32.19365310669-1.0001,1,1,0.8,255,0,0,188,100}, --
  {1929.5178222656,3924.650390625,32.515560150146-1.0001,1,1,0.8,255,0,0,188,100}, --
  {1802.223022461,3931.7829589844,33.84599685669-1.0001,1,1,0.8,255,0,0,188,100}, --
  {1433.1641845704,3619.0598144532,34.94062423706-1.0001,1,1,0.8,255,0,0,188,100}, --
  {1659.1501464844,4839.0209960938,42.038146972656-1.0001,1,1,0.8,255,0,0,188,100}, --
  {1659.0573730468,4869.3061523438,42.041786193848-1.0001,1,1,0.8,255,0,0,188,100}, --
  {1686.933959961,4971.4228515625,42.703937530518-1.0001,1,1,0.8,255,0,0,188,100}, --
  {1710.9158935546,4712.5131835938,42.343326568604-1.0001,1,1,0.8,255,0,0,188,100}, --
  {1713.9686279296,4630.7524414062,43.12102508545-1.0001,1,1,0.8,255,0,0,188,100}, --
  {2513.7026367188,4118.6240234375,38.501430511474-1.0001,1,1,0.8,255,0,0,188,100}, --
  {1385.503540039,3600.2104492188,34.894943237304-1.0001,1,1,0.8,255,0,0,188,100}, -- Trash Pick up ^
  {1116.7139892578,-3195.5451660156,-40.40170288086-1.0001,1,1,0.8,200,200,0,188,100}, --FOrginhIDS
  {1001.8706054688,-3194.9489746094,-38.993118286132-1.0001,1,1,0.8,0,0,180,188,100}, --HackCreds
  {1386.8602294922,3603.8388671875,34.89465713501-1.0001,1,1,0.8,0,0,180,188,100}, --HackCreds ACceee
  {1714.0655517578,4933.1606445312,42.078525543212-1.0001,1,1,0.8,0,0,180,188,100}, --Hack Cred Grape247
  {1982.789428711,3050.03125,47.215023040772-1.0001,1,1,0.8,255,0,0,188,100}, --cutchx
  {1981.4383544922,3051.1987304688,47.215003967286-1.0001,1,1,0.8,255,0,0,188,100}, --wasdish
  {1983.2830810546,3053.7631835938,47.215126037598-1.0001,1,1,0.8,255,0,0,188,100}, --server
  {1985.4705810546,3049.2338867188,47.215057373046-1.0001,1,1,0.8,255,0,0,188,100},--roll
  {1989.2061767578,3047.1730957032,47.215087890625-1.0001,1,1,0.8,255,0,0,188,100},--wip
  {1990.2368164062,3049.5251464844,47.215145111084-1.0001,1,1,0.8,255,0,0,188,100},--wipe
  {1980.494140625,3047.474609375,47.215614318848-1.0001,1,1,0.8,255,0,0,188,100}, --trash
  {1044.4677734375,-3194.7880859375,-38.158206939698-1.0001,1,1,0.8,0,0,180,188,100}, -- hack cred boat
  {1037.5244140625,-3205.357421875,-38.170234680176-1.0001,2,2,.5,0,255,0,150,100}, --dry weed boathouse
  {1954.0209960938,3754.7839355468,32.282558441162-1.0001,1,1,0.8,0,0,180,188,100}, --hacksandy
  {1722.5209960938,3695.9375,34.442878723144-1.0001,1,1,0.8,204,204,0,150,75} --RaphSidSell
